retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,revenue,profit,sales_method,profit_margin
Foot Locker,2021-09-06,Northeast,Rhode Island,Providence,Men's Street Footwear,45,111,4995,225,Online,4.5
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,28,120,3360,138,Outlet,4.11
West Gear,2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,20,111,2220,82,Outlet,3.69
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,120,4200,193,Outlet,4.6
West Gear,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,7,111,777,36,Outlet,4.63
West Gear,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,20,116,2320,114,Outlet,4.91
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,44,120,5280,201,Outlet,3.81
Sports Direct,2021-10-04,West,Idaho,Boise,Women's Athletic Footwear,35,116,4060,215,Outlet,5.3
Foot Locker,2021-01-05,South,Louisiana,New Orleans,Men's Apparel,28,111,3108,87,Outlet,2.8
Foot Locker,2021-04-23,West,Arizona,Phoenix,Women's Apparel,49,111,5439,163,Outlet,3.0
Walmart,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,16,120,1920,86,Outlet,4.48
Foot Locker,2021-02-23,West,Arizona,Phoenix,Women's Apparel,31,116,3596,97,Outlet,2.7
Walmart,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,19,120,2280,107,Outlet,4.69
Foot Locker,2021-03-22,West,Arizona,Phoenix,Men's Athletic Footwear,38,116,4408,194,Outlet,4.4
Foot Locker,2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,36,116,4176,175,Outlet,4.19
Foot Locker,2021-11-23,West,Arizona,Phoenix,Women's Athletic Footwear,33,116,3828,161,Outlet,4.21
Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Apparel,24,120,2880,127,Outlet,4.41
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,56,116,6496,182,Outlet,2.8
Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35,120,4200,181,Outlet,4.31
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,20,116,2320,93,Outlet,4.01
Sports Direct,2021-07-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,120,4560,192,Outlet,4.21
Foot Locker,2021-12-03,Northeast,Connecticut,Hartford,Women's Apparel,52,120,6240,231,Outlet,3.7
Foot Locker,2021-12-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32,113,3616,174,Online,4.81
West Gear,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,29,113,3277,161,Online,4.91
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,24,116,2784,128,Outlet,4.6
West Gear,2021-11-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19,113,2147,109,Online,5.08
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,28,116,3248,136,Outlet,4.19
Sports Direct,2021-06-15,Northeast,Massachusetts,Boston,Women's Apparel,47,120,5640,197,Outlet,3.49
West Gear,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,43,113,4859,316,Online,6.5
Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Apparel,37,116,4292,167,Outlet,3.89
West Gear,2021-12-10,West,Utah,Salt Lake City,Women's Street Footwear,29,113,3277,154,Online,4.7
West Gear,2021-11-20,South,Arkansas,Little Rock,Men's Athletic Footwear,11,116,1276,54,Outlet,4.23
Amazon,2021-11-14,Northeast,Massachusetts,Boston,Men's Street Footwear,49,120,5880,206,Outlet,3.5
Foot Locker,2021-03-06,West,Idaho,Boise,Women's Street Footwear,28,113,3164,155,Online,4.9
Amazon,2021-05-10,Northeast,Vermont,Burlington,Women's Apparel,47,120,5640,259,Outlet,4.59
Foot Locker,2021-10-23,West,Arizona,Phoenix,Women's Street Footwear,31,111,3441,127,Outlet,3.69
West Gear,2021-05-19,South,Oklahoma,Oklahoma City,Women's Apparel,33,116,3828,172,Outlet,4.49
Amazon,2021-06-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,44,120,5280,264,Outlet,5.0
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,111,4440,186,Outlet,4.19
Foot Locker,2021-11-18,Northeast,New Hampshire,Manchester,Women's Apparel,61,120,7320,300,Outlet,4.1
Walmart,2021-02-21,South,Arkansas,Little Rock,Men's Apparel,23,111,2553,94,Outlet,3.68
West Gear,2021-07-19,South,Oklahoma,Oklahoma City,Men's Apparel,43,116,4988,205,Outlet,4.11
Kohl's,2021-04-11,West,California,Los Angeles,Men's Apparel,49,119,5831,385,Online,6.6
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,32,111,3552,139,Outlet,3.91
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,12,116,1392,56,Outlet,4.02
Walmart,2021-09-19,South,Arkansas,Little Rock,Men's Apparel,18,111,1998,78,Outlet,3.9
Foot Locker,2021-11-04,Northeast,Connecticut,Hartford,Women's Apparel,52,116,6032,235,Outlet,3.9
West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Women's Apparel,22,111,2442,105,Outlet,4.3
Sports Direct,2021-08-19,South,Texas,Dallas,Women's Street Footwear,34,119,4046,174,Online,4.3
Foot Locker,2021-12-03,Northeast,Connecticut,Hartford,Women's Street Footwear,43,116,4988,165,Outlet,3.31
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32,111,3552,149,Outlet,4.19
Amazon,2021-08-11,Northeast,Vermont,Burlington,Women's Street Footwear,34,116,3944,154,Outlet,3.9
Sports Direct,2021-07-03,Northeast,Connecticut,Hartford,Women's Street Footwear,29,111,3219,109,Outlet,3.39
Foot Locker,2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,42,119,4998,335,Online,6.7
Foot Locker,2021-08-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,111,3441,131,Outlet,3.81
West Gear,2020-01-10,West,Nevada,Las Vegas,Women's Street Footwear,41,119,4879,259,Online,5.31
Amazon,2021-09-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,43,116,4988,209,Outlet,4.19
West Gear,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,59,119,7021,330,Online,4.7
Kohl's,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,119,3808,221,Online,5.8
Foot Locker,2021-12-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49,116,5684,199,Outlet,3.5
Kohl's,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41,119,4879,288,Online,5.9
Foot Locker,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,56,115,6440,354,Online,5.5
West Gear,2020-03-17,West,Nevada,Las Vegas,Women's Street Footwear,39,115,4485,206,Online,4.59
Sports Direct,2021-12-06,Northeast,Rhode Island,Providence,Women's Apparel,51,111,5661,243,Outlet,4.29
West Gear,2020-05-24,West,Colorado,Denver,Men's Apparel,68,115,7820,524,Online,6.7
West Gear,2020-06-08,West,Washington,Seattle,Men's Athletic Footwear,58,115,6670,240,Online,3.6
Amazon,2021-09-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,42,111,4662,238,Outlet,5.11
Kohl's,2021-01-08,Midwest,Montana,Billings,Women's Apparel,43,119,5117,189,Online,3.69
Amazon,2021-01-21,Northeast,Vermont,Burlington,Men's Athletic Footwear,39,111,4329,186,Outlet,4.3
Kohl's,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,39,119,4641,255,Online,5.49
West Gear,2020-02-27,West,Nevada,Las Vegas,Women's Street Footwear,54,109,5886,265,Online,4.5
Foot Locker,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,32,119,3808,190,Online,4.99
West Gear,2021-01-10,Northeast,Maine,Portland,Men's Athletic Footwear,41,109,4469,147,Online,3.29
Foot Locker,2021-05-27,Midwest,Nebraska,Omaha,Men's Street Footwear,32,119,3808,206,Online,5.41
Foot Locker,2021-01-10,West,Alaska,Anchorage,Men's Street Footwear,33,109,3597,137,Online,3.81
Sports Direct,2021-08-21,South,Alabama,Birmingham,Women's Street Footwear,14,119,1666,98,Online,5.88
Foot Locker,2021-01-10,West,Alaska,Anchorage,Men's Athletic Footwear,43,109,4687,155,Online,3.31
Sports Direct,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,46,119,5474,389,Online,7.11
Walmart,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,72,109,7848,471,Online,6.0
Sports Direct,2021-02-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,3052,150,Online,4.91
Sports Direct,2021-04-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,32,109,3488,160,Online,4.59
Foot Locker,2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,32,109,3488,188,Online,5.39
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,59,119,7021,316,Online,4.5
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,23,109,2507,125,Online,4.99
Kohl's,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,119,3927,185,Online,4.71
West Gear,2021-11-20,South,Arkansas,Little Rock,Women's Athletic Footwear,51,109,5559,278,Online,5.0
Kohl's,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,41,119,4879,224,Online,4.59
West Gear,2021-01-23,South,Arkansas,Little Rock,Men's Athletic Footwear,25,109,2725,123,Online,4.51
Sports Direct,2021-09-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,119,4046,182,Online,4.5
Kohl's,2021-12-13,Northeast,Delaware,Wilmington,Women's Street Footwear,50,109,5450,294,Online,5.39
Amazon,2021-07-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,54,109,5886,241,Online,4.09
Sports Direct,2021-05-07,South,Tennessee,Knoxville,Men's Apparel,28,109,3052,134,Outlet,4.39
West Gear,2020-06-09,West,Washington,Seattle,Women's Street Footwear,60,115,6900,276,Online,4.0
Foot Locker,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,37,109,4033,149,Outlet,3.69
West Gear,2020-07-29,West,Washington,Seattle,Men's Apparel,85,115,9775,391,Online,4.0
West Gear,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,29,113,3277,180,Online,5.49
Kohl's,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,41,115,4715,193,Online,4.09
Foot Locker,2021-02-23,West,Idaho,Boise,Men's Athletic Footwear,38,113,4294,232,Online,5.4
Sports Direct,2021-11-05,West,Idaho,Boise,Men's Apparel,54,106,5724,286,Online,5.0
Foot Locker,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,40,109,4360,140,Outlet,3.21
Sports Direct,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,38,115,4370,188,Online,4.3
Foot Locker,2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,53,113,5989,323,Online,5.39
Foot Locker,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,37,106,3922,200,Online,5.1
West Gear,2021-05-12,West,Utah,Salt Lake City,Women's Street Footwear,19,109,2071,79,Outlet,3.81
Foot Locker,2021-08-23,West,Arizona,Phoenix,Women's Street Footwear,54,113,6102,299,Online,4.9
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,59,115,6785,292,Online,4.3
Foot Locker,2021-01-23,West,Idaho,Boise,Women's Street Footwear,37,106,3922,192,Online,4.9
West Gear,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,23,109,2507,98,Outlet,3.91
Foot Locker,2021-09-24,West,Arizona,Phoenix,Women's Athletic Footwear,41,113,4633,218,Online,4.71
West Gear,2021-02-11,Midwest,Missouri,St. Louis,Women's Street Footwear,14,115,1610,72,Online,4.47
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,44,106,4664,257,Online,5.51
West Gear,2021-01-24,West,Utah,Salt Lake City,Men's Street Footwear,24,109,2616,97,Outlet,3.71
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,65,113,7345,323,Online,4.4
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,106,5724,258,Online,4.51
West Gear,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,36,109,3924,157,Outlet,4.0
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,49,113,5537,271,Online,4.89
West Gear,2021-10-24,West,Oregon,Portland,Women's Street Footwear,37,109,4033,149,Outlet,3.69
Amazon,2021-04-10,Midwest,Ohio,Columbus,Women's Street Footwear,19,106,2014,107,Online,5.31
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,53,113,5989,311,Online,5.19
Amazon,2021-10-11,Midwest,Ohio,Columbus,Women's Street Footwear,27,106,2862,152,Online,5.31
West Gear,2021-06-11,West,Utah,Salt Lake City,Women's Street Footwear,19,115,2185,107,Online,4.9
Amazon,2021-03-09,Midwest,Ohio,Columbus,Men's Apparel,37,113,4181,205,Online,4.9
Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Men's Athletic Footwear,27,106,2862,137,Online,4.79
West Gear,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,23,115,2645,132,Online,4.99
Amazon,2021-09-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,113,2712,138,Online,5.09
Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,32,106,3392,166,Online,4.89
Kohl's,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,44,115,5060,228,Online,4.51
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,38,113,4294,215,Online,5.01
Walmart,2021-10-21,South,Arkansas,Little Rock,Men's Athletic Footwear,19,106,2014,91,Online,4.52
Walmart,2021-08-20,South,Arkansas,Little Rock,Men's Apparel,48,113,5424,266,Online,4.9
Foot Locker,2021-01-24,Northeast,West Virginia,Charleston,Men's Street Footwear,33,106,3498,175,Online,5.0
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,51,113,5763,271,Online,4.7
Amazon,2021-08-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,53,106,5618,331,Online,5.89
Amazon,2021-12-10,Northeast,Vermont,Burlington,Women's Apparel,68,106,7208,375,Online,5.2
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,47,113,5311,281,Online,5.29
Amazon,2021-08-18,Northeast,New Hampshire,Manchester,Women's Apparel,64,106,6784,319,Online,4.7
Kohl's,2021-08-13,Midwest,Kansas,Wichita,Women's Apparel,52,113,5876,294,Online,5.0
Foot Locker,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,51,105,5355,337,Online,6.29
Foot Locker,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38,113,4294,198,Online,4.61
West Gear,2020-02-28,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,5670,238,Online,4.2
Sports Direct,2021-04-09,Midwest,North Dakota,Fargo,Men's Street Footwear,28,113,3164,155,Online,4.9
West Gear,2020-04-09,West,Colorado,Denver,Men's Athletic Footwear,60,105,6300,290,Online,4.6
West Gear,2021-03-16,South,Louisiana,New Orleans,Women's Apparel,29,109,3161,117,Outlet,3.7
West Gear,2020-05-13,West,Colorado,Denver,Women's Apparel,65,105,6825,205,Online,3.0
Kohl's,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,23,102,2346,117,Online,4.99
West Gear,2020-05-18,West,Colorado,Denver,Men's Apparel,68,105,7140,493,Online,6.9
Foot Locker,2021-01-06,Midwest,North Dakota,Fargo,Men's Street Footwear,27,113,3051,137,Online,4.49
Kohl's,2021-07-12,Midwest,Kansas,Wichita,Women's Street Footwear,42,102,4284,197,Online,4.6
West Gear,2020-06-12,West,Washington,Seattle,Women's Apparel,62,105,6510,221,Online,3.39
Kohl's,2021-12-22,West,Arizona,Phoenix,Men's Apparel,42,109,4578,156,Outlet,3.41
West Gear,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,43,113,4859,204,Online,4.2
West Gear,2020-06-29,West,Washington,Seattle,Men's Apparel,82,105,8610,336,Online,3.9
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,43,109,4687,216,Outlet,4.61
Kohl's,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44,105,4620,240,Online,5.19
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,4687,192,Outlet,4.1
Sports Direct,2021-10-22,Northeast,Maryland,Baltimore,Men's Street Footwear,52,113,5876,317,Online,5.39
Foot Locker,2021-06-08,Midwest,Nebraska,Omaha,Men's Street Footwear,38,105,3990,211,Online,5.29
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,46,109,5014,155,Outlet,3.09
Sports Direct,2021-05-03,Northeast,Connecticut,Hartford,Women's Apparel,55,113,6215,305,Online,4.91
Sports Direct,2021-08-16,South,Alabama,Birmingham,Women's Athletic Footwear,33,105,3465,236,Online,6.81
Sports Direct,2021-10-05,Northeast,Connecticut,Hartford,Men's Street Footwear,59,113,6667,367,Online,5.5
Walmart,2021-09-11,West,Hawaii,Honolulu,Women's Street Footwear,64,105,6720,262,Online,3.9
Walmart,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,20,109,2180,98,Outlet,4.5
Walmart,2021-09-11,West,Hawaii,Honolulu,Women's Apparel,56,105,5880,312,Online,5.31
Amazon,2021-07-10,Northeast,Vermont,Burlington,Women's Street Footwear,33,109,3597,133,Outlet,3.7
Foot Locker,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,3780,174,Online,4.6
Kohl's,2021-08-13,Midwest,Kansas,Wichita,Women's Street Footwear,47,102,4794,240,Online,5.01
Foot Locker,2021-02-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,3780,170,Online,4.5
Amazon,2021-06-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,43,109,4687,169,Outlet,3.61
Foot Locker,2021-04-18,Midwest,Missouri,St. Louis,Women's Apparel,28,105,2940,179,Online,6.09
Amazon,2021-11-14,Northeast,Massachusetts,Boston,Men's Street Footwear,62,113,7006,301,Online,4.3
West Gear,2020-02-18,West,Nevada,Las Vegas,Women's Apparel,78,108,8424,286,Online,3.4
Foot Locker,2021-05-19,Midwest,Missouri,St. Louis,Women's Apparel,45,105,4725,284,Online,6.01
Amazon,2021-12-10,Northeast,Vermont,Burlington,Women's Street Footwear,55,113,6215,292,Online,4.7
West Gear,2020-03-06,West,Nevada,Las Vegas,Women's Athletic Footwear,56,108,6048,248,Online,4.1
West Gear,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,29,105,3045,140,Online,4.6
Sports Direct,2021-08-15,South,Texas,Dallas,Men's Apparel,26,113,2938,79,Outlet,2.69
West Gear,2020-06-20,West,Washington,Seattle,Men's Athletic Footwear,60,108,6480,246,Online,3.8
West Gear,2021-01-24,West,Utah,Salt Lake City,Men's Athletic Footwear,39,105,4095,201,Online,4.91
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,52,102,5304,271,Online,5.11
West Gear,2021-01-24,West,Utah,Salt Lake City,Women's Street Footwear,39,105,4095,197,Online,4.81
West Gear,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49,102,4998,235,Online,4.7
West Gear,2020-02-27,West,Nevada,Las Vegas,Women's Street Footwear,47,113,5311,223,Outlet,4.2
West Gear,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,50,105,5250,242,Online,4.61
West Gear,2020-07-12,West,Washington,Seattle,Women's Apparel,76,108,8208,271,Online,3.3
Foot Locker,2021-12-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53,102,5406,276,Online,5.11
Sports Direct,2021-08-10,South,Alabama,Birmingham,Women's Athletic Footwear,24,113,2712,146,Outlet,5.38
West Gear,2021-10-24,West,Oregon,Portland,Women's Apparel,58,105,6090,262,Online,4.3
Kohl's,2021-01-26,Midwest,Montana,Billings,Women's Apparel,59,108,6372,242,Online,3.8
Sports Direct,2021-07-20,Northeast,Maryland,Baltimore,Women's Apparel,54,102,5508,231,Online,4.19
Walmart,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,57,113,6441,322,Outlet,5.0
West Gear,2021-02-17,South,Louisiana,New Orleans,Women's Apparel,44,105,4620,222,Online,4.81
Foot Locker,2021-07-13,Northeast,Delaware,Wilmington,Women's Street Footwear,41,102,4182,226,Online,5.4
West Gear,2021-04-17,South,Louisiana,New Orleans,Women's Street Footwear,52,105,5460,278,Online,5.09
Kohl's,2021-05-06,Northeast,New Jersey,Newark,Women's Apparel,51,102,5202,271,Online,5.21
West Gear,2021-04-17,South,Louisiana,New Orleans,Women's Apparel,55,105,5775,289,Online,5.0
Amazon,2021-07-17,Northeast,New Hampshire,Manchester,Men's Apparel,60,102,6120,251,Online,4.1
West Gear,2021-10-17,South,Louisiana,New Orleans,Women's Athletic Footwear,36,105,3780,189,Online,5.0
Foot Locker,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,102,4488,188,Outlet,4.19
Foot Locker,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,33,105,3465,201,Online,5.8
Foot Locker,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,35,102,3570,129,Outlet,3.61
Foot Locker,2021-02-23,West,Idaho,Boise,Women's Street Footwear,38,105,3990,188,Online,4.71
West Gear,2021-08-17,South,Louisiana,New Orleans,Women's Apparel,46,102,4692,178,Outlet,3.79
Foot Locker,2021-09-24,West,Arizona,Phoenix,Men's Apparel,54,105,5670,249,Online,4.39
Foot Locker,2021-10-23,West,Arizona,Phoenix,Women's Athletic Footwear,32,102,3264,127,Outlet,3.89
Foot Locker,2021-11-23,West,Arizona,Phoenix,Women's Street Footwear,44,105,4620,213,Online,4.61
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,41,102,4182,167,Outlet,3.99
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,48,105,5040,237,Online,4.7
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,13,102,1326,62,Outlet,4.68
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,68,105,7140,264,Online,3.7
Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,20,102,2040,82,Outlet,4.02
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,63,105,6615,265,Online,4.01
West Gear,2021-11-20,South,Arkansas,Little Rock,Women's Street Footwear,19,102,1938,83,Outlet,4.28
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,42,105,4410,207,Online,4.69
West Gear,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29,102,2958,133,Outlet,4.5
Walmart,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,23,105,2415,121,Online,5.01
Sports Direct,2021-12-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,37,102,3774,140,Outlet,3.71
Sports Direct,2021-02-21,South,Mississippi,Jackson,Men's Athletic Footwear,24,105,2520,113,Online,4.48
Amazon,2021-11-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,102,4080,143,Outlet,3.5
Kohl's,2021-11-20,South,Oklahoma,Oklahoma City,Women's Apparel,72,105,7560,378,Online,5.0
Amazon,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,38,102,3876,155,Outlet,4.0
West Gear,2021-12-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,49,105,5145,237,Online,4.61
West Gear,2021-11-11,Northeast,Vermont,Burlington,Women's Street Footwear,46,102,4692,174,Outlet,3.71
West Gear,2021-02-17,Northeast,West Virginia,Charleston,Women's Apparel,24,105,2520,136,Online,5.4
West Gear,2020-07-24,West,Washington,Seattle,Women's Apparel,71,101,7171,251,Online,3.5
Foot Locker,2021-08-14,Northeast,Delaware,Wilmington,Women's Street Footwear,42,105,4410,221,Online,5.01
Kohl's,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43,101,4343,195,Online,4.49
Kohl's,2021-06-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,44,105,4620,213,Online,4.61
Kohl's,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55,101,5555,217,Online,3.91
Kohl's,2021-08-07,Northeast,New Jersey,Newark,Women's Apparel,52,105,5460,289,Online,5.29
Sports Direct,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,33,101,3333,213,Online,6.39
Foot Locker,2021-07-22,West,Arizona,Phoenix,Women's Athletic Footwear,36,113,4068,155,Outlet,3.81
Sports Direct,2021-12-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,49,105,5145,247,Online,4.8
West Gear,2021-01-10,Northeast,Maine,Portland,Women's Street Footwear,43,101,4343,174,Online,4.01
Sports Direct,2021-08-04,Northeast,Connecticut,Hartford,Women's Apparel,55,105,5775,289,Online,5.0
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,113,4181,184,Outlet,4.4
Amazon,2021-11-21,West,Alaska,Anchorage,Women's Apparel,74,101,7474,314,Online,4.2
Sports Direct,2021-07-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,105,5145,221,Online,4.3
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,36,113,4068,151,Outlet,3.71
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Women's Street Footwear,57,101,5757,225,Online,3.91
Amazon,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,105,5565,223,Online,4.01
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,54,101,5454,327,Online,6.0
Amazon,2021-08-11,Northeast,Vermont,Burlington,Women's Street Footwear,48,105,5040,232,Online,4.6
Walmart,2021-08-20,South,Arkansas,Little Rock,Men's Apparel,40,113,4520,167,Outlet,3.69
Foot Locker,2021-07-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,101,2929,155,Online,5.29
Amazon,2021-08-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,52,105,5460,246,Online,4.51
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,38,113,4294,202,Outlet,4.7
West Gear,2021-02-11,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,101,2424,114,Online,4.7
Foot Locker,2021-12-17,Northeast,New Hampshire,Manchester,Men's Apparel,74,105,7770,334,Online,4.3
West Gear,2021-02-11,West,Utah,Salt Lake City,Men's Apparel,32,101,3232,145,Online,4.49
West Gear,2021-05-12,West,Utah,Salt Lake City,Men's Athletic Footwear,29,101,2929,144,Online,4.92
Foot Locker,2021-10-08,Northeast,Rhode Island,Providence,Men's Street Footwear,37,113,4181,171,Outlet,4.09
West Gear,2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19,101,1919,102,Online,5.32
Amazon,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,113,4181,134,Outlet,3.2
West Gear,2021-03-16,South,Louisiana,New Orleans,Men's Athletic Footwear,51,101,5151,283,Online,5.49
Amazon,2021-08-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,39,113,4407,154,Outlet,3.49
Sports Direct,2021-10-04,West,Idaho,Boise,Women's Athletic Footwear,44,101,4444,289,Online,6.5
